phrog_phrog	annot
phrog_59218	NA
phrog_59219	NA
phrog_59220	NA
phrog_59221	NA
phrog_59222	NA
phrog_59223	NA
phrog_59224	NA
phrog_59225	NA
phrog_59226	NA
phrog_59227	NA
phrog_59228	NA
phrog_59229	NA
phrog_59230	NA
phrog_59231	NA
phrog_59232	NA
phrog_59233	NA
phrog_59234	NA
phrog_59235	NA
phrog_59236	NA
phrog_59237	NA
phrog_59238	NA
phrog_59239	NA
phrog_59240	NA
phrog_59241	NA
phrog_59242	NA
phrog_59243	NA
phrog_59244	NA
phrog_59245	NA
phrog_59246	NA
phrog_59247	NA
phrog_59248	NA
phrog_59249	NA
phrog_59250	NA
phrog_59251	NA
phrog_59252	NA
phrog_59253	NA
phrog_59254	NA
phrog_59255	NA
phrog_59256	NA
phrog_59257	NA
phrog_59258	NA
phrog_59259	NA
phrog_59260	NA
phrog_59261	NA
phrog_59262	NA
phrog_59263	NA
phrog_59264	NA
phrog_59265	NA
phrog_59266	NA
phrog_59267	NA
phrog_59268	NA
phrog_59269	NA
phrog_59270	NA
phrog_59271	NA
phrog_59272	NA
phrog_59273	NA
phrog_59274	NA
phrog_59275	NA
phrog_59276	NA
phrog_59277	NA
phrog_59278	NA
phrog_59279	NA
phrog_59280	NA
phrog_59281	NA
phrog_59282	NA
phrog_59283	NA
phrog_59284	NA
phrog_59285	NA
phrog_59286	NA
phrog_59287	NA
phrog_59288	NA
phrog_59289	NA
phrog_59290	NA
phrog_59291	NA
phrog_59292	NA
phrog_59293	NA
phrog_59294	NA
phrog_59295	NA
phrog_59296	NA
phrog_59297	NA
phrog_59298	NA
phrog_59299	NA
phrog_59300	NA
phrog_59301	NA
phrog_59302	NA
phrog_59303	NA
phrog_59304	NA
phrog_59305	NA
phrog_59306	NA
phrog_59307	NA
phrog_59308	NA
phrog_59309	NA
phrog_59310	NA
phrog_59311	NA
phrog_59312	NA
phrog_59313	NA
phrog_59314	NA
phrog_59315	NA
phrog_59316	NA
phrog_59317	NA
phrog_59318	NA
phrog_59319	NA
phrog_59320	NA
phrog_59321	NA
phrog_59322	NA
phrog_59323	NA
phrog_59324	NA
phrog_59325	NA
phrog_59326	NA
phrog_59327	NA
phrog_59328	NA
phrog_59329	NA
phrog_59330	NA
phrog_59331	NA
phrog_59332	NA
phrog_59333	NA
phrog_59334	NA
phrog_59335	NA
phrog_59336	NA
phrog_59337	NA
phrog_59338	NA
phrog_59339	NA
phrog_59340	NA
phrog_59341	NA
phrog_59342	NA
phrog_59343	NA
phrog_59344	NA
phrog_59345	NA
phrog_59346	NA
phrog_59347	NA
phrog_59348	NA
phrog_59349	NA
phrog_59350	NA
phrog_59351	NA
phrog_59352	NA
phrog_59353	NA
phrog_59354	NA
phrog_59355	NA
phrog_59356	NA
phrog_59357	NA
phrog_59358	NA
phrog_59359	NA
phrog_59360	NA
phrog_59361	NA
phrog_59362	NA
phrog_59363	NA
phrog_59364	NA
phrog_59365	NA
phrog_59366	NA
phrog_59367	NA
phrog_59368	NA
phrog_59369	NA
phrog_59370	NA
phrog_59371	NA
phrog_59372	NA
phrog_59373	NA
phrog_59374	NA
phrog_59375	NA
phrog_59376	NA
phrog_59377	NA
phrog_59378	NA
phrog_59379	NA
phrog_59380	NA
phrog_59381	NA
phrog_59382	NA
phrog_59383	NA
phrog_59384	NA
phrog_59385	NA
phrog_59386	NA
phrog_59387	NA
phrog_59388	NA
phrog_59389	NA
phrog_59390	NA
phrog_59391	NA
phrog_59392	NA
phrog_59393	NA
phrog_59394	NA
phrog_59395	NA
phrog_59396	NA
phrog_59397	NA
phrog_59398	NA
phrog_59399	NA
phrog_59400	NA
phrog_59401	NA
phrog_59402	NA
phrog_59403	NA
phrog_59404	NA
phrog_59405	NA
phrog_59406	NA
phrog_59407	NA
phrog_59408	NA
phrog_59409	NA
phrog_59410	NA
phrog_59411	NA
phrog_59412	NA
phrog_59413	NA
phrog_59414	NA
phrog_59415	NA
phrog_59416	NA
phrog_59417	NA
phrog_59418	NA
phrog_59419	NA
phrog_59420	NA
phrog_59421	NA
phrog_59422	NA
phrog_59423	NA
phrog_59424	NA
phrog_59425	NA
phrog_59426	NA
phrog_59427	NA
phrog_59428	NA
phrog_59429	NA
phrog_59430	NA
phrog_59431	NA
phrog_59432	NA
phrog_59433	NA
phrog_59434	NA
phrog_59435	NA
phrog_59436	NA
phrog_59437	NA
phrog_59438	NA
phrog_59439	NA
phrog_59440	NA
phrog_59441	NA
phrog_59442	NA
phrog_59443	NA
phrog_59444	NA
phrog_59445	NA
phrog_59446	NA
phrog_59447	NA
phrog_59448	NA
phrog_59449	NA
phrog_59450	NA
phrog_59451	NA
phrog_59452	NA
phrog_59453	NA
phrog_59454	NA
phrog_59455	NA
phrog_59456	NA
phrog_59457	NA
phrog_59458	NA
phrog_59459	NA
phrog_59460	NA
phrog_59461	NA
phrog_59462	NA
phrog_59463	NA
phrog_59464	NA
phrog_59465	NA
phrog_59466	NA
phrog_59467	NA
phrog_59468	NA
phrog_59469	NA
phrog_59470	NA
phrog_59471	NA
phrog_59472	NA
phrog_59473	NA
phrog_59474	NA
phrog_59475	NA
phrog_59476	NA
phrog_59477	NA
phrog_59478	NA
phrog_59479	NA
phrog_59480	NA
phrog_59481	NA
phrog_59482	NA
phrog_59483	NA
phrog_59484	NA
phrog_59485	NA
phrog_59486	NA
phrog_59487	NA
phrog_59488	NA
phrog_59489	NA
phrog_59490	NA
phrog_59491	NA
phrog_59492	NA
phrog_59493	NA
phrog_59494	NA
phrog_59495	NA
phrog_59496	NA
phrog_59497	NA
phrog_59498	NA
phrog_59499	NA
phrog_59500	NA
phrog_59501	NA
phrog_59502	NA
phrog_59503	NA
phrog_59504	NA
phrog_59505	NA
phrog_59506	NA
phrog_59507	NA
phrog_59508	NA
phrog_59509	NA
phrog_59510	NA
phrog_59511	NA
phrog_59512	NA
phrog_59513	NA
phrog_59514	NA
phrog_59515	NA
phrog_59516	NA
phrog_59517	NA
phrog_59518	NA
phrog_59519	NA
phrog_59520	NA
phrog_59521	NA
phrog_59522	NA
phrog_59523	NA
phrog_59524	NA
phrog_59525	NA
phrog_59526	NA
phrog_59527	NA
phrog_59528	NA
phrog_59529	NA
phrog_59530	NA
phrog_59531	NA
phrog_59532	NA
phrog_59533	NA
phrog_59534	NA
phrog_59535	NA
phrog_59536	NA
phrog_59537	NA
phrog_59538	NA
phrog_59539	NA
phrog_59540	NA
phrog_59541	NA
phrog_59542	NA
phrog_59543	NA
phrog_59544	NA
phrog_59545	NA
phrog_59546	NA
phrog_59547	NA
phrog_59548	NA
phrog_59549	NA
phrog_59550	NA
phrog_59551	NA
phrog_59552	NA
phrog_59553	NA
phrog_59554	NA
phrog_59555	NA
phrog_59556	NA
phrog_59557	NA
phrog_59558	NA
phrog_59559	NA
phrog_59560	NA
phrog_59561	NA
phrog_59562	NA
phrog_59563	NA
phrog_59564	NA
phrog_59565	NA
phrog_59566	NA
phrog_59567	NA
phrog_59568	NA
phrog_59569	NA
phrog_59570	NA
phrog_59571	NA
phrog_59572	NA
phrog_59573	NA
phrog_59574	NA
phrog_59575	NA
phrog_59576	NA
phrog_59577	NA
phrog_59578	NA
phrog_59579	NA
phrog_59580	NA
phrog_59581	NA
phrog_59582	NA
phrog_59583	NA
phrog_59584	NA
phrog_59585	NA
phrog_59586	NA
phrog_59587	NA
phrog_59588	NA
phrog_59589	NA
phrog_59590	NA
phrog_59591	NA
phrog_59592	NA
phrog_59593	NA
phrog_59594	NA
phrog_59595	NA
phrog_59596	NA
phrog_59597	NA
phrog_59598	NA
phrog_59599	NA
phrog_59600	NA
phrog_59601	NA
phrog_59602	NA
phrog_59603	NA
phrog_59604	NA
phrog_59605	NA
phrog_59606	NA
phrog_59607	NA
phrog_59608	NA
phrog_59609	NA
phrog_59610	NA
phrog_59611	NA
phrog_59612	NA
phrog_59613	NA
phrog_59614	NA
phrog_59615	NA
phrog_59616	NA
phrog_59617	NA
phrog_59618	NA
phrog_59619	NA
phrog_59620	NA
phrog_59621	NA
phrog_59622	NA
phrog_59623	NA
phrog_59624	NA
phrog_59625	NA
phrog_59626	NA
phrog_59627	NA
phrog_59628	NA
phrog_59629	NA
phrog_59630	NA
phrog_59631	NA
phrog_59632	NA
phrog_59633	NA
phrog_59634	NA
phrog_59635	NA
phrog_59636	NA
phrog_59637	NA
phrog_59638	NA
phrog_59639	NA
phrog_59640	NA
phrog_59641	NA
phrog_59642	NA
phrog_59643	NA
phrog_59644	NA
phrog_59645	NA
phrog_59646	NA
phrog_59647	NA
phrog_59648	NA
phrog_59649	NA
phrog_59650	NA
phrog_59651	NA
phrog_59652	NA
phrog_59653	NA
phrog_59654	NA
phrog_59655	NA
phrog_59656	NA
phrog_59657	NA
phrog_59658	NA
phrog_59659	NA
phrog_59660	NA
phrog_59661	NA
phrog_59662	NA
phrog_59663	NA
phrog_59664	NA
phrog_59665	NA
phrog_59666	NA
phrog_59667	NA
phrog_59668	NA
phrog_59669	NA
phrog_59670	NA
phrog_59671	NA
phrog_59672	NA
phrog_59673	NA
phrog_59674	NA
phrog_59675	NA
phrog_59676	NA
phrog_59677	NA
phrog_59678	NA
phrog_59679	NA
phrog_59680	NA
phrog_59681	NA
phrog_59682	NA
phrog_59683	NA
phrog_59684	NA
phrog_59685	NA
phrog_59686	NA
phrog_59687	NA
phrog_59688	NA
phrog_59689	NA
phrog_59690	NA
phrog_59691	NA
phrog_59692	NA
phrog_59693	NA
phrog_59694	NA
phrog_59695	NA
phrog_59696	NA
phrog_59697	NA
phrog_59698	NA
phrog_59699	NA
phrog_59700	NA
phrog_59701	NA
phrog_59702	NA
phrog_59703	NA
phrog_59704	NA
phrog_59705	NA
phrog_59706	NA
phrog_59707	NA
phrog_59708	NA
phrog_59709	NA
phrog_59710	NA
phrog_59711	NA
phrog_59712	NA
phrog_59713	NA
phrog_59714	NA
phrog_59715	NA
phrog_59716	NA
phrog_59717	NA
phrog_59718	NA
phrog_59719	NA
phrog_59720	NA
phrog_59721	NA
phrog_59722	NA
phrog_59723	NA
phrog_59724	NA
phrog_59725	NA
phrog_59726	NA
phrog_59727	NA
phrog_59728	NA
phrog_59729	NA
phrog_59730	NA
phrog_59731	NA
phrog_59732	NA
phrog_59733	NA
phrog_59734	NA
phrog_59735	NA
phrog_59736	NA
phrog_59737	NA
phrog_59738	NA
phrog_59739	NA
phrog_59740	NA
phrog_59741	NA
phrog_59742	NA
phrog_59743	NA
phrog_59744	NA
phrog_59745	NA
phrog_59746	NA
phrog_59747	NA
phrog_59748	NA
phrog_59749	NA
phrog_59750	NA
phrog_59751	NA
phrog_59752	NA
phrog_59753	NA
phrog_59754	NA
phrog_59755	NA
phrog_59756	NA
phrog_59757	NA
phrog_59758	NA
phrog_59759	NA
phrog_59760	NA
phrog_59761	NA
phrog_59762	NA
phrog_59763	NA
phrog_59764	NA
phrog_59765	NA
phrog_59766	NA
phrog_59767	NA
phrog_59768	NA
phrog_59769	NA
phrog_59770	NA
phrog_59771	NA
phrog_59772	NA
phrog_59773	NA
phrog_59774	NA
phrog_59775	NA
phrog_59776	NA
phrog_59777	NA
phrog_59778	NA
phrog_59779	NA
phrog_59780	NA
phrog_59781	NA
phrog_59782	NA
phrog_59783	NA
phrog_59784	NA
phrog_59785	NA
phrog_59786	NA
phrog_59787	NA
phrog_59788	NA
phrog_59789	NA
phrog_59790	NA
phrog_59791	NA
phrog_59792	NA
phrog_59793	NA
phrog_59794	NA
phrog_59795	NA
phrog_59796	NA
phrog_59797	NA
phrog_59798	NA
phrog_59799	NA
phrog_59800	NA
phrog_59801	NA
phrog_59802	NA
phrog_59803	NA
phrog_59804	NA
phrog_59805	NA
phrog_59806	NA
phrog_59807	NA
phrog_59808	NA
phrog_59809	NA
phrog_59810	NA
phrog_59811	NA
phrog_59812	NA
phrog_59813	NA
phrog_59814	NA
phrog_59815	NA
phrog_59816	NA
phrog_59817	NA
phrog_59818	NA
phrog_59819	NA
phrog_59820	NA
phrog_59821	NA
phrog_59822	NA
phrog_59823	NA
phrog_59824	NA
phrog_59825	NA
phrog_59826	NA
phrog_59827	NA
phrog_59828	NA
phrog_59829	NA
phrog_59830	NA
phrog_59831	NA
phrog_59832	NA
phrog_59833	NA
phrog_59834	NA
phrog_59835	NA
phrog_59836	NA
phrog_59837	NA
phrog_59838	NA
phrog_59839	NA
phrog_59840	NA
phrog_59841	NA
phrog_59842	NA
phrog_59843	NA
phrog_59844	NA
phrog_59845	NA
phrog_59846	NA
phrog_59847	NA
phrog_59848	NA
phrog_59849	NA
phrog_59850	NA
phrog_59851	NA
phrog_59852	NA
phrog_59853	NA
phrog_59854	NA
phrog_59855	NA
phrog_59856	NA
phrog_59857	NA
phrog_59858	NA
phrog_59859	NA
phrog_59860	NA
phrog_59861	NA
phrog_59862	NA
phrog_59863	NA
phrog_59864	NA
phrog_59865	NA
phrog_59866	NA
phrog_59867	NA
phrog_59868	NA
phrog_59869	NA
phrog_59870	NA
phrog_59871	NA
phrog_59872	NA
phrog_59873	NA
phrog_59874	NA
phrog_59875	NA
phrog_59876	NA
phrog_59877	NA
phrog_59878	NA
phrog_59879	NA
phrog_59880	NA
phrog_59881	NA
phrog_59882	NA
phrog_59883	NA
phrog_59884	NA
phrog_59885	NA
phrog_59886	NA
phrog_59887	NA
phrog_59888	NA
phrog_59889	NA
phrog_59890	NA
phrog_59891	NA
phrog_59892	NA
phrog_59893	NA
phrog_59894	NA
phrog_59895	NA
phrog_59896	NA
phrog_59897	NA
phrog_59898	NA
phrog_59899	NA
phrog_59900	NA
phrog_59901	NA
phrog_59902	NA
phrog_59903	NA
phrog_59904	NA
phrog_59905	NA
phrog_59906	NA
phrog_59907	NA
phrog_59908	NA
phrog_59909	NA
phrog_59910	NA
phrog_59911	NA
phrog_59912	NA
phrog_59913	NA
phrog_59914	NA
phrog_59915	NA
phrog_59916	NA
phrog_59917	NA
phrog_59918	NA
phrog_59919	NA
phrog_59920	NA
phrog_59921	NA
phrog_59922	NA
phrog_59923	NA
phrog_59924	NA
phrog_59925	NA
phrog_59926	NA
phrog_59927	NA
phrog_59928	NA
phrog_59929	NA
phrog_59930	NA
phrog_59931	NA
phrog_59932	NA
phrog_59933	NA
phrog_59934	NA
phrog_59935	NA
phrog_59936	NA
phrog_59937	NA
phrog_59938	NA
phrog_59939	NA
phrog_59940	NA
phrog_59941	NA
phrog_59942	NA
phrog_59943	NA
phrog_59944	NA
phrog_59945	NA
phrog_59946	NA
phrog_59947	NA
phrog_59948	NA
phrog_59949	NA
phrog_59950	NA
phrog_59951	NA
phrog_59952	NA
phrog_59953	NA
phrog_59954	NA
phrog_59955	NA
phrog_59956	NA
phrog_59957	NA
phrog_59958	NA
phrog_59959	NA
phrog_59960	NA
phrog_59961	NA
phrog_59962	NA
phrog_59963	NA
phrog_59964	NA
phrog_59965	NA
phrog_59966	NA
phrog_59967	NA
phrog_59968	NA
phrog_59969	NA
phrog_59970	NA
phrog_59971	NA
phrog_59972	NA
phrog_59973	NA
phrog_59974	NA
phrog_59975	NA
phrog_59976	NA
phrog_59977	NA
phrog_59978	NA
phrog_59979	NA
phrog_59980	NA
phrog_59981	NA
phrog_59982	NA
phrog_59983	NA
phrog_59984	NA
phrog_59985	NA
phrog_59986	NA
phrog_59987	NA
phrog_59988	NA
phrog_59989	NA
phrog_59990	NA
phrog_59991	NA
phrog_59992	NA
phrog_59993	NA
phrog_59994	NA
phrog_59995	NA
phrog_59996	NA
phrog_59997	NA
phrog_59998	NA
phrog_59999	NA
phrog_60000	NA
phrog_60001	NA
phrog_60002	NA
phrog_60003	NA
phrog_60004	NA
phrog_60005	NA
phrog_60006	NA
phrog_60007	NA
phrog_60008	NA
phrog_60009	NA
phrog_60010	NA
phrog_60011	NA
phrog_60012	NA
phrog_60013	NA
phrog_60014	NA
phrog_60015	NA
phrog_60016	NA
phrog_60017	NA
phrog_60018	NA
phrog_60019	NA
phrog_60020	NA
phrog_60021	NA
phrog_60022	NA
phrog_60023	NA
phrog_60024	NA
phrog_60025	NA
phrog_60026	NA
phrog_60027	NA
phrog_60028	NA
phrog_60029	NA
phrog_60030	NA
phrog_60031	NA
phrog_60032	NA
phrog_60033	NA
phrog_60034	NA
phrog_60035	NA
phrog_60036	NA
phrog_60037	NA
phrog_60038	NA
phrog_60039	NA
phrog_60040	NA
phrog_60041	NA
phrog_60042	NA
phrog_60043	NA
phrog_60044	NA
phrog_60045	NA
phrog_60046	NA
phrog_60047	NA
phrog_60048	NA
phrog_60049	NA
phrog_60050	NA
phrog_60051	NA
phrog_60052	NA
phrog_60053	NA
phrog_60054	NA
phrog_60055	NA
phrog_60056	NA
phrog_60057	NA
phrog_60058	NA
phrog_60059	NA
phrog_60060	NA
phrog_60061	NA
phrog_60062	NA
phrog_60063	NA
phrog_60064	NA
phrog_60065	NA
phrog_60066	NA
phrog_60067	NA
phrog_60068	NA
phrog_60069	NA
phrog_60070	NA
phrog_60071	NA
phrog_60072	NA
phrog_60073	NA
phrog_60074	NA
phrog_60075	NA
phrog_60076	NA
phrog_60077	NA
phrog_60078	NA
phrog_60079	NA
phrog_60080	NA
phrog_60081	NA
phrog_60082	NA
phrog_60083	NA
phrog_60084	NA
phrog_60085	NA
phrog_60086	NA
phrog_60087	NA
phrog_60088	NA
phrog_60089	NA
phrog_60090	NA
phrog_60091	NA
phrog_60092	NA
phrog_60093	NA
phrog_60094	NA
phrog_60095	NA
phrog_60096	NA
phrog_60097	NA
phrog_60098	NA
phrog_60099	NA
phrog_60100	NA
phrog_60101	NA
phrog_60102	NA
phrog_60103	NA
phrog_60104	NA
phrog_60105	NA
phrog_60106	NA
phrog_60107	NA
phrog_60108	NA
phrog_60109	NA
phrog_60110	NA
phrog_60111	NA
phrog_60112	NA
phrog_60113	NA
phrog_60114	NA
phrog_60115	NA
phrog_60116	NA
phrog_60117	NA
phrog_60118	NA
phrog_60119	NA
phrog_60120	NA
phrog_60121	NA
phrog_60122	NA
phrog_60123	NA
phrog_60124	NA
phrog_60125	NA
phrog_60126	NA
phrog_60127	NA
phrog_60128	NA
phrog_60129	NA
phrog_60130	NA
phrog_60131	NA
phrog_60132	NA
phrog_60133	NA
phrog_60134	NA
phrog_60135	NA
phrog_60136	NA
phrog_60137	NA
phrog_60138	NA
phrog_60139	NA
phrog_60140	NA
phrog_60141	NA
phrog_60142	NA
phrog_60143	NA
phrog_60144	NA
phrog_60145	NA
phrog_60146	NA
phrog_60147	NA
phrog_60148	NA
phrog_60149	NA
phrog_60150	structural protein
phrog_60151	NA
phrog_60152	NA
phrog_60153	NA
phrog_60154	NA
phrog_60155	NA
phrog_60156	NA
phrog_60157	NA
phrog_60158	NA
phrog_60159	NA
phrog_60160	NA
phrog_60161	NA
phrog_60162	NA
phrog_60163	NA
phrog_60164	NA
phrog_60165	NA
phrog_60166	NA
phrog_60167	NA
phrog_60168	NA
phrog_60169	NA
phrog_60170	NA
phrog_60171	NA
phrog_60172	NA
phrog_60173	NA
phrog_60174	NA
phrog_60175	NA
phrog_60176	NA
phrog_60177	NA
phrog_60178	NA
phrog_60179	NA
phrog_60180	NA
phrog_60181	NA
phrog_60182	NA
phrog_60183	NA
phrog_60184	NA
phrog_60185	NA
phrog_60186	NA
phrog_60187	NA
phrog_60188	NA
phrog_60189	NA
phrog_60190	NA
phrog_60191	NA
phrog_60192	NA
phrog_60193	NA
phrog_60194	NA
phrog_60195	NA
phrog_60196	NA
phrog_60197	NA
phrog_60198	NA
phrog_60199	NA
phrog_60200	NA
phrog_60201	NA
phrog_60202	NA
phrog_60203	NA
phrog_60204	NA
phrog_60205	NA
phrog_60206	NA
phrog_60207	NA
phrog_60208	NA
phrog_60209	NA
phrog_60210	NA
phrog_60211	NA
phrog_60212	NA
phrog_60213	NA
phrog_60214	NA
phrog_60215	NA
phrog_60216	NA
phrog_60217	NA
phrog_60218	NA
phrog_60219	NA
phrog_60220	NA
phrog_60221	NA
phrog_60222	NA
phrog_60223	NA
phrog_60224	NA
phrog_60225	NA
phrog_60226	NA
phrog_60227	NA
phrog_60228	NA
phrog_60229	NA
phrog_60230	NA
phrog_60231	NA
phrog_60232	NA
phrog_60233	NA
phrog_60234	NA
phrog_60235	NA
phrog_60236	NA
phrog_60237	NA
phrog_60238	NA
phrog_60239	NA
phrog_60240	NA
phrog_60241	NA
phrog_60242	NA
phrog_60243	NA
phrog_60244	NA
phrog_60245	NA
phrog_60246	NA
phrog_60247	NA
phrog_60248	NA
phrog_60249	NA
phrog_60250	NA
phrog_60251	NA
phrog_60252	NA
phrog_60253	NA
phrog_60254	NA
phrog_60255	NA
phrog_60256	NA
phrog_60257	NA
phrog_60258	NA
phrog_60259	NA
phrog_60260	NA
phrog_60261	NA
phrog_60262	NA
phrog_60263	NA
phrog_60264	NA
phrog_60265	NA
phrog_60266	NA
phrog_60267	NA
phrog_60268	NA
phrog_60269	NA
phrog_60270	NA
phrog_60271	NA
phrog_60272	NA
phrog_60273	NA
phrog_60274	NA
phrog_60275	NA
phrog_60276	NA
phrog_60277	NA
phrog_60278	NA
phrog_60279	NA
phrog_60280	NA
phrog_60281	NA
phrog_60282	NA
phrog_60283	NA
phrog_60284	NA
phrog_60285	NA
phrog_60286	NA
phrog_60287	NA
phrog_60288	NA
phrog_60289	NA
phrog_60290	NA
phrog_60291	NA
phrog_60292	NA
phrog_60293	NA
phrog_60294	NA
phrog_60295	NA
phrog_60296	NA
phrog_60297	NA
phrog_60298	NA
phrog_60299	NA
phrog_60300	NA
phrog_60301	NA
phrog_60302	NA
phrog_60303	NA
phrog_60304	NA
phrog_60305	NA
phrog_60306	NA
phrog_60307	NA
phrog_60308	NA
phrog_60309	NA
phrog_60310	NA
phrog_60311	NA
phrog_60312	NA
phrog_60313	NA
phrog_60314	NA
phrog_60315	NA
phrog_60316	NA
phrog_60317	NA
phrog_60318	NA
phrog_60319	NA
phrog_60320	NA
phrog_60321	NA
phrog_60322	NA
phrog_60323	NA
phrog_60324	NA
phrog_60325	NA
phrog_60326	NA
phrog_60327	NA
phrog_60328	NA
phrog_60329	NA
phrog_60330	NA
phrog_60331	NA
phrog_60332	NA
phrog_60333	NA
phrog_60334	NA
phrog_60335	NA
phrog_60336	NA
phrog_60337	NA
phrog_60338	NA
phrog_60339	NA
phrog_60340	NA
phrog_60341	NA
phrog_60342	NA
phrog_60343	NA
phrog_60344	NA
phrog_60345	NA
phrog_60346	NA
phrog_60347	NA
phrog_60348	NA
phrog_60349	NA
phrog_60350	NA
phrog_60351	NA
phrog_60352	NA
phrog_60353	NA
phrog_60354	NA
phrog_60355	NA
phrog_60356	NA
phrog_60357	NA
phrog_60358	NA
phrog_60359	NA
phrog_60360	NA
phrog_60361	NA
phrog_60362	NA
phrog_60363	NA
phrog_60364	NA
phrog_60365	NA
phrog_60366	NA
phrog_60367	NA
phrog_60368	NA
phrog_60369	NA
phrog_60370	NA
phrog_60371	NA
phrog_60372	NA
phrog_60373	NA
phrog_60374	NA
phrog_60375	NA
phrog_60376	NA
phrog_60377	NA
phrog_60378	NA
phrog_60379	NA
phrog_60380	NA
phrog_60381	NA
phrog_60382	NA
phrog_60383	NA
phrog_60384	NA
phrog_60385	NA
phrog_60386	NA
phrog_60387	NA
phrog_60388	NA
phrog_60389	NA
phrog_60390	NA
phrog_60391	NA
phrog_60392	NA
phrog_60393	NA
phrog_60394	NA
phrog_60395	NA
phrog_60396	NA
phrog_60397	NA
phrog_60398	NA
phrog_60399	NA
phrog_60400	NA
phrog_60401	NA
phrog_60402	NA
phrog_60403	NA
phrog_60404	NA
phrog_60405	NA
phrog_60406	NA
phrog_60407	NA
phrog_60408	NA
phrog_60409	NA
phrog_60410	NA
phrog_60411	NA
phrog_60412	NA
phrog_60413	NA
phrog_60414	NA
phrog_60415	NA
phrog_60416	NA
phrog_60417	NA
phrog_60418	NA
phrog_60419	NA
phrog_60420	NA
phrog_60421	NA
phrog_60422	NA
phrog_60423	NA
phrog_60424	NA
phrog_60425	NA
phrog_60426	NA
phrog_60427	NA
phrog_60428	NA
phrog_60429	NA
phrog_60430	NA
phrog_60431	NA
phrog_60432	NA
phrog_60433	NA
phrog_60434	NA
phrog_60435	NA
phrog_60436	NA
phrog_60437	NA
phrog_60438	NA
phrog_60439	NA
phrog_60440	NA
phrog_60441	NA
phrog_60442	NA
phrog_60443	NA
phrog_60444	NA
phrog_60445	NA
phrog_60446	NA
phrog_60447	NA
phrog_60448	NA
phrog_60449	NA
phrog_60450	NA
phrog_60451	NA
phrog_60452	NA
phrog_60453	NA
phrog_60454	NA
phrog_60455	NA
phrog_60456	NA
phrog_60457	NA
phrog_60458	NA
phrog_60459	NA
phrog_60460	NA
phrog_60461	NA
phrog_60462	NA
phrog_60463	NA
phrog_60464	NA
phrog_60465	NA
phrog_60466	NA
phrog_60467	NA
phrog_60468	NA
phrog_60469	NA
phrog_60470	NA
phrog_60471	NA
phrog_60472	NA
phrog_60473	NA
phrog_60474	NA
phrog_60475	NA
phrog_60476	NA
phrog_60477	NA
phrog_60478	NA
phrog_60479	NA
phrog_60480	NA
phrog_60481	NA
phrog_60482	NA
phrog_60483	NA
phrog_60484	NA
phrog_60485	NA
phrog_60486	NA
phrog_60487	NA
phrog_60488	NA
phrog_60489	NA
phrog_60490	NA
phrog_60491	NA
phrog_60492	NA
phrog_60493	NA
phrog_60494	NA
phrog_60495	NA
phrog_60496	NA
phrog_60497	NA
phrog_60498	NA
phrog_60499	NA
phrog_60500	NA
phrog_60501	NA
phrog_60502	NA
phrog_60503	NA
phrog_60504	NA
phrog_60505	NA
phrog_60506	NA
phrog_60507	NA
phrog_60508	NA
phrog_60509	NA
phrog_60510	NA
phrog_60511	NA
phrog_60512	NA
phrog_60513	NA
phrog_60514	NA
phrog_60515	NA
phrog_60516	NA
phrog_60517	NA
phrog_60518	NA
phrog_60519	NA
phrog_60520	NA
phrog_60521	NA
phrog_60522	NA
phrog_60523	NA
phrog_60524	NA
phrog_60525	NA
phrog_60526	NA
phrog_60527	NA
phrog_60528	NA
phrog_60529	NA
phrog_60530	NA
phrog_60531	NA
phrog_60532	NA
phrog_60533	NA
phrog_60534	NA
phrog_60535	NA
phrog_60536	NA
phrog_60537	NA
phrog_60538	NA
phrog_60539	NA
phrog_60540	NA
phrog_60541	NA
phrog_60542	NA
phrog_60543	NA
phrog_60544	NA
phrog_60545	NA
phrog_60546	NA
phrog_60547	NA
phrog_60548	NA
phrog_60549	NA
phrog_60550	NA
phrog_60551	NA
phrog_60552	NA
phrog_60553	NA
phrog_60554	NA
phrog_60555	NA
phrog_60556	NA
phrog_60557	NA
phrog_60558	NA
phrog_60559	NA
phrog_60560	NA
phrog_60561	NA
phrog_60562	NA
phrog_60563	NA
phrog_60564	NA
phrog_60565	NA
phrog_60566	NA
phrog_60567	NA
phrog_60568	NA
phrog_60569	NA
phrog_60570	NA
phrog_60571	NA
phrog_60572	NA
phrog_60573	NA
phrog_60574	NA
phrog_60575	NA
phrog_60576	NA
phrog_60577	NA
phrog_60578	NA
phrog_60579	NA
phrog_60580	NA
phrog_60581	NA
phrog_60582	NA
phrog_60583	NA
phrog_60584	NA
phrog_60585	NA
phrog_60586	NA
phrog_60587	NA
phrog_60588	NA
phrog_60589	NA
phrog_60590	NA
phrog_60591	NA
phrog_60592	NA
phrog_60593	NA
phrog_60594	NA
phrog_60595	NA
phrog_60596	NA
phrog_60597	NA
phrog_60598	NA
phrog_60599	NA
phrog_60600	NA
phrog_60601	NA
phrog_60602	NA
phrog_60603	NA
phrog_60604	NA
phrog_60605	NA
phrog_60606	NA
phrog_60607	NA
phrog_60608	NA
phrog_60609	NA
phrog_60610	NA
phrog_60611	NA
phrog_60612	NA
phrog_60613	NA
phrog_60614	NA
phrog_60615	NA
